Imagen,cig,Phase 2 clasiffication,explicación clasificación1,clasificación1,Indice,imagen_rotada,explicación clasificación2,clasificación_2
"[[[ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]
  ...
  [ 6  0  0]
  [ 7  0  0]
  [ 7  0  0]]

 [[ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]
  ...
  [ 7  0  1]
  [ 6  0  0]
  [ 6  0  0]]

 [[ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]
  ...
  [ 6  0  2]
  [ 5  0  1]
  [ 5  0  1]]

 ...

 [[18 17 12]
  [15 14  9]
  [11 10  6]
  ...
  [ 5  5  7]
  [ 6  5 10]
  [ 6  5 10]]

 [[19 18 13]
  [16 15 10]
  [12 11  7]
  ...
  [ 5  5  7]
  [ 6  5 10]
  [ 6  5 10]]

 [[20 19 14]
  [17 16 11]
  [12 11  7]
  ...
  [ 5  5  7]
  [ 6  5 10]
  [ 7  6 11]]]",14, E2                                                                                                   ,elíptica,1,,,elíptica,6
"[[[ 2  2  2]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 7  1  1]
  [ 7  1  1]
  [ 7  1  1]]

 [[ 2  2  2]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 7  1  1]
  [ 7  1  1]
  [ 7  1  1]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 0  0  0]
  ...
  [ 5  1  0]
  [ 5  1  0]
  [ 5  1  0]]

 ...

 [[ 8  9  3]
  [ 8  9  3]
  [ 8  9  4]
  ...
  [ 9  5  4]
  [10  6  5]
  [10  6  5]]

 [[ 6  7  1]
  [ 6  7  1]
  [ 7  8  3]
  ...
  [ 8  4  3]
  [10  6  5]
  [11  7  6]]

 [[ 5  6  0]
  [ 5  6  0]
  [ 6  7  2]
  ...
  [ 8  4  3]
  [10  6  5]
  [11  7  6]]]",207, SB(s)cd                                                                                              ,espiral,0,,,espiral barrada,1
"[[[ 5  5  5]
  [ 4  4  4]
  [ 3  3  3]
  ...
  [16  7  0]
  [15  6  0]
  [14  5  0]]

 [[ 5  5  5]
  [ 4  4  4]
  [ 3  3  3]
  ...
  [18 10  0]
  [17  8  0]
  [16  8  0]]

 [[ 5  5  5]
  [ 4  4  4]
  [ 3  3  3]
  ...
  [20 12  0]
  [20 10  0]
  [19  9  0]]

 ...

 [[ 8  7  5]
  [ 7  6  4]
  [ 5  4  2]
  ...
  [ 0  2  1]
  [ 0  2  1]
  [ 0  3  2]]

 [[ 9  8  6]
  [ 7  6  4]
  [ 5  4  2]
  ...
  [ 0  2  1]
  [ 0  3  2]
  [ 0  4  3]]

 [[ 9  8  6]
  [ 7  6  4]
  [ 4  3  1]
  ...
  [ 1  3  2]
  [ 0  4  3]
  [ 0  4  3]]]",208, SAB:(s)cd sp                                                                                         ,espiral,0,,,espiral barrada intermedia,2
"[[[  2   1   0]
  [  2   1   0]
  [  3   2   0]
  ...
  [ 16   9   1]
  [ 16   7   0]
  [ 15   6   0]]

 [[  2   1   0]
  [  2   1   0]
  [  4   3   1]
  ...
  [ 16   9   1]
  [ 16   7   0]
  [ 15   6   0]]

 [[  1   0   0]
  [  3   2   0]
  [  4   3   1]
  ...
  [ 17  10   2]
  [ 16   7   0]
  [ 15   6   0]]

 ...

 [[  2   0   1]
  [  2   0   1]
  [  2   0   1]
  ...
  [120  36   8]
  [121  37   9]
  [121  37   9]]

 [[  2   0   1]
  [  2   0   1]
  [  2   0   1]
  ...
  [118  37  10]
  [119  38  11]
  [119  38  11]]

 [[  2   0   1]
  [  2   0   1]
  [  2   0   1]
  ...
  [118  37  10]
  [119  38  11]
  [119  38  11]]]",210, SA(rs)b pec                                                                                          ,espiral,0,,,espiral no barrada,0
"[[[13  7  7]
  [12  6  6]
  [12  6  6]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[12  6  6]
  [11  5  5]
  [11  5  5]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 9  5  4]
  [ 8  4  3]
  [ 8  4  3]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 ...

 [[ 3  4  0]
  [ 2  3  0]
  [ 2  3  0]
  ...
  [ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]]

 [[ 3  4  0]
  [ 3  4  0]
  [ 3  4  0]
  ...
  [ 3  1  2]
  [ 3  1  2]
  [ 3  1  2]]

 [[ 3  4  0]
  [ 3  4  0]
  [ 3  4  0]
  ...
  [ 3  1  2]
  [ 3  1  2]
  [ 3  1  2]]]",212, SA(s)dm (cc)                                                                                         ,espiral,0,,,espiral no barrada,0
"[[[1 1 1]
  [0 0 0]
  [0 0 0]
  ...
  [2 4 0]
  [2 4 0]
  [3 5 0]]

 [[1 1 1]
  [0 0 0]
  [0 0 0]
  ...
  [3 5 0]
  [3 5 0]
  [4 6 1]]

 [[1 1 1]
  [0 0 0]
  [0 0 0]
  ...
  [4 6 1]
  [5 7 2]
  [5 7 2]]

 ...

 [[1 0 0]
  [1 0 0]
  [1 0 0]
  ...
  [4 4 2]
  [3 3 1]
  [2 2 0]]

 [[1 0 0]
  [1 0 0]
  [1 0 0]
  ...
  [4 5 0]
  [3 4 0]
  [3 4 0]]

 [[1 0 0]
  [1 0 0]
  [1 0 0]
  ...
  [4 5 0]
  [4 5 0]
  [3 4 0]]]",211, (R')SA(r)a                                                                                 ,espiral,0,,,espiral no barrada,0
"[[[ 3  1  2]
  [ 2  0  1]
  [ 2  0  1]
  ...
  [22  4  2]
  [21  3  1]
  [21  3  1]]

 [[ 3  1  2]
  [ 2  0  1]
  [ 2  0  1]
  ...
  [21  3  1]
  [20  2  0]
  [20  2  0]]

 [[ 2  0  1]
  [ 2  0  1]
  [ 1  0  0]
  ...
  [18  3  0]
  [17  2  0]
  [17  2  0]]

 ...

 [[ 4  4  4]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 6  7  2]
  [ 5  6  0]
  [ 5  6  0]]

 [[ 5  5  5]
  [ 5  5  5]
  [ 4  4  4]
  ...
  [ 6  7  2]
  [ 5  6  0]
  [ 5  6  0]]

 [[ 7  7  7]
  [ 6  6  6]
  [ 5  5  5]
  ...
  [ 7  8  3]
  [ 6  7  1]
  [ 5  6  0]]]",213," (RL)SAB(r,nb)0^+                                                                                   ",espiral,0,,,espiral barrada intermedia,2
"[[[ 9  8  3]
  [ 9  8  3]
  [ 9  8  4]
  ...
  [ 5  4  2]
  [ 5  4  2]
  [ 6  5  3]]

 [[ 9  8  3]
  [ 9  8  3]
  [ 9  8  4]
  ...
  [ 5  4  2]
  [ 5  4  2]
  [ 6  5  3]]

 [[ 9  8  4]
  [ 9  8  4]
  [ 8  7  3]
  ...
  [ 4  3  1]
  [ 5  4  2]
  [ 5  4  2]]

 ...

 [[ 8  2  2]
  [ 7  1  1]
  [ 7  1  1]
  ...
  [12  1  7]
  [12  1  7]
  [12  1  7]]

 [[ 8  3  0]
  [ 8  3  0]
  [ 7  2  0]
  ...
  [12  1  7]
  [12  1  7]
  [13  2  8]]

 [[ 9  4  1]
  [ 8  3  0]
  [ 8  3  0]
  ...
  [12  1  7]
  [12  1  7]
  [13  2  8]]]",214, (R_2')S_AB(r)b                                                            ,espiral,0,,,espiral barrada intermedia,2
"[[[ 3  3  1]
  [ 4  4  2]
  [ 5  5  3]
  ...
  [35 19 19]
  [38 20 20]
  [40 20 21]]

 [[ 4  4  2]
  [ 5  5  3]
  [ 6  6  4]
  ...
  [35 19 19]
  [39 19 20]
  [39 19 20]]

 [[ 6  6  4]
  [ 6  6  4]
  [ 8  8  6]
  ...
  [35 19 19]
  [38 18 19]
  [40 18 20]]

 ...

 [[14  9  6]
  [12  7  4]
  [11  6  3]
  ...
  [ 1  8  1]
  [ 2  9  1]
  [ 3 10  2]]

 [[16  8  6]
  [15  7  5]
  [13  5  3]
  ...
  [ 1  6  0]
  [ 2  7  0]
  [ 3  8  1]]

 [[17  9  7]
  [15  7  5]
  [13  5  3]
  ...
  [ 0  5  0]
  [ 2  7  0]
  [ 3  8  1]]]",217, SA(rs)bc                                                                                             ,espiral,0,,,espiral no barrada,0
"[[[13  9  6]
  [13  9  6]
  [13  9  6]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[13  9  6]
  [13  9  6]
  [13  9  6]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[13  9  6]
  [13  9  6]
  [13  9  6]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 4  6  1]
  [ 6  7  2]
  [ 6  7  2]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 6  7  1]
  [ 6  7  1]
  [ 7  8  2]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 6  7  1]
  [ 6  7  1]
  [ 7  8  2]]]",219, SAB(s)c                                                                                              ,espiral,0,,,espiral barrada intermedia,2
"[[[ 3  3  3]
  [ 2  2  2]
  [ 1  1  1]
  ...
  [ 0  0  0]
  [ 0  1  0]
  [ 0  1  0]]

 [[ 3  3  3]
  [ 2  2  2]
  [ 1  1  1]
  ...
  [ 0  0  0]
  [ 0  1  0]
  [ 0  1  0]]

 [[ 3  3  3]
  [ 2  2  2]
  [ 1  1  1]
  ...
  [ 1  1  0]
  [ 0  1  0]
  [ 0  1  0]]

 ...

 [[ 9  5  6]
  [ 8  4  5]
  [ 6  4  5]
  ...
  [12  3  4]
  [12  3  4]
  [12  3  4]]

 [[ 7  3  4]
  [ 7  3  4]
  [ 5  3  4]
  ...
  [11  2  3]
  [12  3  4]
  [12  3  4]]

 [[ 6  2  3]
  [ 6  2  3]
  [ 4  2  3]
  ...
  [11  2  3]
  [12  3  4]
  [12  3  4]]]",216, SAcd:                                                                                                ,espiral,0,,,espiral no barrada,0
"[[[72 50 13]
  [74 52 15]
  [80 56 18]
  ...
  [ 8  7  3]
  [ 9  8  4]
  [10  9  5]]

 [[69 47 10]
  [71 49 12]
  [76 52 16]
  ...
  [ 7  6  2]
  [ 8  7  3]
  [ 9  8  4]]

 [[63 43  8]
  [65 45  8]
  [70 48 11]
  ...
  [ 7  6  2]
  [ 7  6  2]
  [ 8  7  3]]

 ...

 [[ 0  4  3]
  [ 0  3  2]
  [ 1  3  2]
  ...
  [54 21 16]
  [57 22 16]
  [57 22 16]]

 [[ 0  4  3]
  [ 0  3  2]
  [ 1  3  2]
  ...
  [54 21 16]
  [58 21 15]
  [59 22 14]]

 [[ 0  4  3]
  [ 0  4  3]
  [ 1  3  2]
  ...
  [55 20 14]
  [58 21 15]
  [60 21 14]]]",220, Sb sp                                                                                                ,espiral,0,,,espiral barra indeterminada,4
"[[[ 3  3  1]
  [ 2  2  0]
  [ 1  1  0]
  ...
  [19  9  8]
  [17  9  7]
  [17  9  7]]

 [[ 3  3  1]
  [ 2  2  0]
  [ 1  1  0]
  ...
  [17  7  6]
  [15  7  5]
  [15  7  5]]

 [[ 3  3  1]
  [ 3  3  1]
  [ 2  2  0]
  ...
  [14  4  3]
  [13  5  3]
  [13  5  3]]

 ...

 [[ 2  1  7]
  [ 1  0  6]
  [ 1  0  5]
  ...
  [ 0  8  0]
  [ 0  8  0]
  [ 0  8  0]]

 [[ 4  3  9]
  [ 3  2  8]
  [ 2  1  6]
  ...
  [ 0  8  0]
  [ 0  7  0]
  [ 0  7  0]]

 [[ 5  4 10]
  [ 4  3  9]
  [ 3  2  7]
  ...
  [ 0  8  0]
  [ 0  7  0]
  [ 0  6  0]]]",15, (R')SA(l)b                                                                                 ,espiral,0,,,espiral no barrada,0
"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 7  0  1]
  [ 6  0  0]
  [ 6  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 7  0  1]
  [ 7  0  1]
  [ 6  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 7  0  1]
  [ 7  0  1]
  [ 7  0  1]]

 ...

 [[ 3  1  2]
  [ 3  1  2]
  [ 3  1  2]
  ...
  [15 12  5]
  [17 12  6]
  [17 14  7]]

 [[ 3  1  2]
  [ 3  1  2]
  [ 3  1  2]
  ...
  [18 13  7]
  [21 14  8]
  [20 16  7]]

 [[ 3  1  2]
  [ 3  1  2]
  [ 3  1  2]
  ...
  [21 14  8]
  [23 16  8]
  [24 17  9]]]",221, (R')SB(rs)b pec                                                                            ,espiral,0,,,espiral barrada,1
"[[[  9   8   6]
  [  8   7   5]
  [  7   6   4]
  ...
  [  7   3   2]
  [  8   4   3]
  [  8   4   3]]

 [[  8   7   5]
  [  7   6   4]
  [  6   5   3]
  ...
  [  8   4   3]
  [  8   4   3]
  [  8   4   3]]

 [[  8   7   5]
  [  7   6   4]
  [  5   4   2]
  ...
  [  8   4   3]
  [  8   4   3]
  [  8   4   3]]

 ...

 [[137  57  34]
  [137  57  34]
  [136  56  33]
  ...
  [  7   3   4]
  [  7   3   4]
  [  7   3   4]]

 [[137  57  34]
  [137  57  34]
  [137  57  34]
  ...
  [  6   2   3]
  [  7   3   4]
  [  7   3   4]]

 [[137  57  34]
  [137  57  34]
  [137  57  34]
  ...
  [  6   2   3]
  [  7   3   4]
  [  7   3   4]]]",222, SAB(rs)b                                                                                             ,espiral,0,,,espiral barrada intermedia,2
"[[[4 5 0]
  [5 6 1]
  [6 6 4]
  ...
  [6 6 8]
  [6 6 8]
  [6 6 8]]

 [[4 5 0]
  [5 6 1]
  [6 6 4]
  ...
  [6 6 8]
  [6 6 8]
  [6 6 8]]

 [[5 6 1]
  [6 7 2]
  [6 6 4]
  ...
  [6 6 8]
  [7 7 9]
  [7 7 9]]

 ...

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[4 2 3]
  [4 2 3]
  [4 2 3]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[5 3 4]
  [4 2 3]
  [4 2 3]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",223, SA(_rs)b                                                                            ,espiral,0,,,espiral no barrada,0
"[[[16 10 10]
  [15  9  9]
  [14  8  8]
  ...
  [ 0  0  2]
  [ 0  1  2]
  [ 0  1  2]]

 [[13  7  7]
  [13  7  7]
  [12  6  6]
  ...
  [ 0  0  2]
  [ 0  1  2]
  [ 0  2  3]]

 [[13  4  5]
  [12  3  4]
  [10  4  4]
  ...
  [ 0  1  3]
  [ 0  1  3]
  [ 0  1  3]]

 ...

 [[ 3  8  2]
  [ 3  8  2]
  [ 4  9  3]
  ...
  [10  9  7]
  [ 9  8  4]
  [ 9  8  4]]

 [[ 3  8  2]
  [ 4  9  3]
  [ 4  9  3]
  ...
  [ 9  8  6]
  [ 8  7  3]
  [ 7  6  2]]

 [[ 4  9  3]
  [ 4  9  3]
  [ 5 10  4]
  ...
  [ 8  7  5]
  [ 7  6  2]
  [ 7  6  2]]]",225," SA(s,rl)bc                                                                                           ",espiral,0,,,espiral no barrada,0
"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 4 0]
  [0 4 0]
  [0 4 0]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 4 0]
  [0 3 0]
  [0 3 0]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 3 0]
  [0 3 0]
  [0 3 0]]

 ...

 [[2 0 1]
  [1 0 0]
  [1 0 0]
  ...
  [2 2 2]
  [1 1 1]
  [1 1 1]]

 [[3 1 2]
  [2 0 1]
  [2 0 1]
  ...
  [2 2 2]
  [1 1 1]
  [1 1 1]]

 [[3 1 2]
  [3 1 2]
  [2 0 1]
  ...
  [2 2 2]
  [1 1 1]
  [1 1 1]]]",226, (R_1')SB(r)a                                                                               ,espiral,0,,,espiral barrada,1
"[[[ 0  3  8]
  [ 0  3  8]
  [ 0  2  7]
  ...
  [11  3  1]
  [ 9  1  0]
  [ 8  0  0]]

 [[ 0  3  8]
  [ 0  3  8]
  [ 0  3  8]
  ...
  [10  2  0]
  [ 9  1  0]
  [ 9  1  0]]

 [[ 3  4  9]
  [ 2  3  8]
  [ 2  3  8]
  ...
  [ 9  1  0]
  [10  2  0]
  [10  2  0]]

 ...

 [[ 9  3  7]
  [ 9  3  7]
  [ 8  2  6]
  ...
  [ 7  3  0]
  [ 6  2  0]
  [ 6  2  0]]

 [[ 9  2  9]
  [ 9  2  9]
  [ 8  1  8]
  ...
  [ 5  1  0]
  [ 5  1  0]
  [ 5  1  0]]

 [[ 9  2  9]
  [ 9  2  9]
  [ 8  1  8]
  ...
  [ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]]]",227, S_AB(rs)b                                                                           ,espiral,0,,,espiral barrada intermedia,2
"[[[ 0  4  0]
  [ 0  4  0]
  [ 2  4  1]
  ...
  [ 4  0  3]
  [ 5  0  3]
  [ 5  0  3]]

 [[ 0  4  0]
  [ 0  4  0]
  [ 2  4  1]
  ...
  [ 5  0  4]
  [ 6  0  4]
  [ 7  1  5]]

 [[ 1  3  0]
  [ 1  3  0]
  [ 1  3  0]
  ...
  [ 7  2  6]
  [ 8  2  6]
  [ 8  2  6]]

 ...

 [[ 4  4  4]
  [ 5  5  5]
  [ 5  5  5]
  ...
  [ 7  1  3]
  [ 6  2  3]
  [ 5  1  2]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 4  4  4]
  ...
  [ 9  3  5]
  [ 7  3  4]
  [ 7  3  4]]

 [[ 2  2  2]
  [ 2  2  2]
  [ 3  3  3]
  ...
  [10  4  6]
  [ 8  4  5]
  [ 7  3  4]]]",228, (L)SB(bl)0^o                                                                                       ,espiral,0,,,espiral barrada,1
"[[[ 8  4  3]
  [ 7  3  2]
  [ 4  3  1]
  ...
  [15 11 10]
  [14 10  7]
  [12 11  7]]

 [[ 8  4  3]
  [ 7  3  2]
  [ 4  3  1]
  ...
  [15  9  9]
  [14 10  7]
  [12 11  7]]

 [[ 7  3  2]
  [ 7  3  2]
  [ 4  3  1]
  ...
  [15  9  9]
  [13  9  6]
  [13  9  6]]

 ...

 [[ 4  0  1]
  [ 4  0  1]
  [ 4  0  1]
  ...
  [ 3  1  4]
  [ 2  0  3]
  [ 2  0  3]]

 [[ 5  0  1]
  [ 5  0  1]
  [ 5  0  1]
  ...
  [ 3  1  4]
  [ 2  0  3]
  [ 1  0  2]]

 [[ 5  0  1]
  [ 5  0  1]
  [ 5  0  1]
  ...
  [ 3  1  4]
  [ 2  0  3]
  [ 1  0  2]]]",229, SA(s)c                                                                                               ,espiral,0,,,espiral no barrada,0
"[[[10  0  0]
  [11  1  0]
  [14  2  2]
  ...
  [13 10  5]
  [12  9  4]
  [12  9  4]]

 [[10  0  0]
  [12  2  1]
  [14  2  2]
  ...
  [13 10  5]
  [12  9  4]
  [12  9  4]]

 [[11  1  0]
  [12  2  1]
  [15  3  3]
  ...
  [13  9  6]
  [12  8  5]
  [12  8  5]]

 ...

 [[ 9  3  3]
  [ 8  2  2]
  [10  1  2]
  ...
  [ 5  1  0]
  [ 5  1  0]
  [ 6  2  1]]

 [[ 7  3  2]
  [ 6  2  1]
  [ 7  1  1]
  ...
  [ 5  1  0]
  [ 5  1  0]
  [ 6  2  1]]

 [[ 6  2  1]
  [ 5  1  0]
  [ 6  0  0]
  ...
  [ 5  1  0]
  [ 5  1  0]
  [ 6  2  1]]]",232, SA(s)c                                                                                               ,espiral,0,,,espiral no barrada,0
"[[[5 0 1]
  [4 0 0]
  [3 0 0]
  ...
  [2 0 1]
  [1 0 0]
  [1 0 0]]

 [[5 0 1]
  [4 0 0]
  [3 0 0]
  ...
  [2 0 1]
  [1 0 0]
  [1 0 0]]

 [[5 0 1]
  [5 0 1]
  [3 0 0]
  ...
  [2 0 1]
  [1 0 0]
  [2 0 1]]

 ...

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [7 7 7]
  [7 7 7]
  [7 7 7]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [7 7 7]
  [6 6 6]
  [6 6 6]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [7 7 7]
  [6 6 6]
  [5 5 5]]]",231, (R_1')SAB:(rs)b sp                                                                         ,espiral,0,,,espiral barrada intermedia,2
"[[[2 2 0]
  [1 1 0]
  [1 1 0]
  ...
  [1 0 0]
  [1 0 0]
  [1 0 0]]

 [[2 2 0]
  [1 1 0]
  [1 1 0]
  ...
  [2 0 1]
  [2 0 1]
  [1 0 0]]

 [[2 2 0]
  [1 1 0]
  [1 1 0]
  ...
  [3 1 2]
  [3 1 2]
  [2 0 1]]

 ...

 [[6 6 4]
  [5 5 3]
  [3 3 1]
  ...
  [4 2 5]
  [4 2 7]
  [4 2 7]]

 [[7 7 5]
  [6 6 4]
  [4 4 2]
  ...
  [4 2 5]
  [4 2 7]
  [4 2 7]]

 [[8 8 6]
  [7 7 5]
  [5 5 3]
  ...
  [4 2 5]
  [4 2 7]
  [4 2 7]]]",16, S0^o / E(d)7                                                                                       ,lenticular,3,,,lenticular,5
"[[[ 1  1  0]
  [ 2  2  0]
  [ 4  4  2]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 2  2  0]
  [ 3  3  1]
  [ 5  5  3]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 3  3  1]
  [ 4  4  2]
  [ 6  6  4]
  ...
  [ 2  0  1]
  [ 1  1  1]
  [ 1  1  1]]

 ...

 [[16  8  6]
  [16  8  6]
  [15 10  7]
  ...
  [ 5  3  4]
  [ 5  3  4]
  [ 5  3  4]]

 [[15  7  5]
  [15  7  5]
  [16  8  6]
  ...
  [ 4  2  3]
  [ 4  2  3]
  [ 4  2  3]]

 [[14  6  4]
  [14  6  4]
  [15  7  5]
  ...
  [ 3  1  2]
  [ 3  1  2]
  [ 4  2  3]]]",233, E(d)4-5                                                                                              ,elíptica,1,,,elíptica,6
"[[[4 4 4]
  [4 4 4]
  [2 2 2]
  ...
  [6 1 7]
  [4 2 7]
  [3 1 6]]

 [[5 5 5]
  [4 4 4]
  [3 3 3]
  ...
  [6 1 7]
  [4 2 7]
  [4 2 7]]

 [[6 6 6]
  [5 5 5]
  [4 4 4]
  ...
  [7 2 8]
  [5 3 8]
  [5 3 8]]

 ...

 [[1 0 0]
  [1 0 0]
  [1 0 0]
  ...
  [4 4 4]
  [4 4 4]
  [3 3 3]]

 [[1 0 0]
  [1 0 0]
  [1 0 0]
  ...
  [4 4 4]
  [3 3 3]
  [3 3 3]]

 [[1 0 0]
  [1 0 0]
  [1 0 0]
  ...
  [4 4 4]
  [3 3 3]
  [2 2 2]]]",234, SA(s)c pec                                                                                           ,espiral,0,,,espiral no barrada,0
"[[[8 4 3]
  [7 3 2]
  [6 2 1]
  ...
  [0 5 1]
  [0 7 2]
  [0 7 2]]

 [[7 3 2]
  [7 3 2]
  [6 2 1]
  ...
  [0 6 2]
  [0 6 2]
  [0 7 2]]

 [[6 2 1]
  [6 2 1]
  [5 1 0]
  ...
  [0 6 2]
  [1 7 3]
  [1 7 3]]

 ...

 [[4 0 1]
  [4 0 1]
  [4 0 1]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[5 0 1]
  [5 0 1]
  [5 0 1]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[5 0 1]
  [5 0 1]
  [5 0 1]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]]",237, Sbc spw                                                                                              ,espiral,0,,,espiral barra indeterminada,4
"[[[10 11  5]
  [10 11  5]
  [11 12  7]
  ...
  [ 6  4  5]
  [ 7  3  4]
  [ 7  3  4]]

 [[ 9 10  4]
  [10 11  5]
  [10 11  6]
  ...
  [ 6  4  5]
  [ 8  4  5]
  [ 8  4  5]]

 [[ 9 10  4]
  [ 9 10  4]
  [10 11  6]
  ...
  [ 7  5  6]
  [ 9  5  6]
  [ 9  5  6]]

 ...

 [[ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]]

 [[ 4  0  1]
  [ 4  0  1]
  [ 2  0  1]
  ...
  [ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]]

 [[ 4  0  1]
  [ 4  0  1]
  [ 2  0  1]
  ...
  [ 2  1  0]
  [ 2  1  0]
  [ 2  1  0]]]",236," (R_1')SA_B(p,_rs)ab                                      ",espiral,0,,,espiral barrada intermedia,2
"[[[4 4 2]
  [4 4 2]
  [4 4 2]
  ...
  [7 3 2]
  [5 1 0]
  [4 0 0]]

 [[5 5 3]
  [5 5 3]
  [5 5 3]
  ...
  [7 3 2]
  [5 1 0]
  [4 0 0]]

 [[6 6 4]
  [6 6 4]
  [6 6 4]
  ...
  [7 3 2]
  [5 1 0]
  [4 0 0]]

 ...

 [[1 1 1]
  [1 1 1]
  [0 2 1]
  ...
  [7 6 2]
  [7 6 1]
  [7 6 1]]

 [[0 2 1]
  [0 2 1]
  [0 2 1]
  ...
  [9 5 2]
  [9 6 1]
  [9 6 1]]

 [[0 2 1]
  [0 2 1]
  [0 2 1]
  ...
  [8 4 1]
  [8 5 0]
  [9 6 1]]]",242, SAB(rs)m pec                                                                                         ,espiral,0,,,espiral barrada intermedia,2
"[[[ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 [[ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 [[ 0  0  2]
  [ 0  0  2]
  [ 1  1  3]
  ...
  [ 1  1  1]
  [ 2  2  2]
  [ 2  2  2]]

 ...

 [[51 37 24]
  [51 37 24]
  [49 37 25]
  ...
  [ 1  3  2]
  [ 1  3  2]
  [ 1  3  2]]

 [[59 45 32]
  [59 45 32]
  [57 43 30]
  ...
  [ 0  3  2]
  [ 0  3  2]
  [ 0  3  2]]

 [[64 50 37]
  [63 49 36]
  [62 48 35]
  ...
  [ 0  3  2]
  [ 0  3  2]
  [ 0  3  2]]]",238," (R_1')SB(p,r_s)b pec                                                      ",espiral,0,,,espiral barrada,1
"[[[4 2 3]
  [3 1 2]
  [2 0 1]
  ...
  [2 2 2]
  [0 0 0]
  [0 0 0]]

 [[4 2 3]
  [3 1 2]
  [2 0 1]
  ...
  [3 3 3]
  [1 1 1]
  [0 0 0]]

 [[4 2 3]
  [3 1 2]
  [2 0 1]
  ...
  [5 5 5]
  [3 3 3]
  [2 2 2]]

 ...

 [[1 0 0]
  [1 0 0]
  [1 0 0]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]

 [[1 0 0]
  [1 0 0]
  [1 0 0]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]

 [[1 0 0]
  [1 0 0]
  [1 0 0]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]]",243, (L)SB(bl)0/a                                                                                         ,espiral,0,,,espiral barrada,1
