Indice,Imagen_auto_scale,cig,Phase 2 clasiffication,explicación clasificación1,clasificación1,imagen_rotada,explicación clasificación2,clasificación_2
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",650, SA(s)c                                                                                               ,espiral,0,sí (120 grados),espiral no barrada,0
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",650, SA(s)c                                                                                               ,espiral,0,sí (30 grados),espiral no barrada,0
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",650, SA(s)c                                                                                               ,espiral,0,sí (105 grados),espiral no barrada,0
723,"[[[2 3 5]
  [2 3 5]
  [2 3 5]
  ...
  [3 8 2]
  [3 8 2]
  [3 8 2]]

 [[2 3 5]
  [2 3 5]
  [2 3 5]
  ...
  [4 9 3]
  [3 8 2]
  [3 8 2]]

 [[2 3 5]
  [2 3 5]
  [2 3 5]
  ...
  [4 9 3]
  [4 9 3]
  [3 8 2]]

 ...

 [[6 2 1]
  [6 2 1]
  [6 2 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[6 2 1]
  [6 2 1]
  [6 2 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[6 2 1]
  [6 2 1]
  [6 2 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",650, SA(s)c                                                                                               ,espiral,0,sí (90 grados),espiral no barrada,0
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",650, SA(s)c                                                                                               ,espiral,0,sí (300 grados),espiral no barrada,0
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",650, SA(s)c                                                                                               ,espiral,0,sí (15 grados),espiral no barrada,0
723,"[[[3 8 2]
  [3 8 2]
  [3 8 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[3 8 2]
  [3 8 2]
  [4 9 3]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[3 8 2]
  [4 9 3]
  [4 9 3]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 ...

 [[2 3 5]
  [2 3 5]
  [2 3 5]
  ...
  [6 2 1]
  [6 2 1]
  [6 2 1]]

 [[2 3 5]
  [2 3 5]
  [2 3 5]
  ...
  [6 2 1]
  [6 2 1]
  [6 2 1]]

 [[2 3 5]
  [2 3 5]
  [2 3 5]
  ...
  [6 2 1]
  [6 2 1]
  [6 2 1]]]",650, SA(s)c                                                                                               ,espiral,0,sí (180 grados),espiral no barrada,0
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",668, SA(rs)c sp                                                                                           ,espiral,0,sí (255 grados),espiral no barrada,0
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",668, SA(rs)c sp                                                                                           ,espiral,0,sí (15 grados),espiral no barrada,0
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",668, SA(rs)c sp                                                                                           ,espiral,0,sí (30 grados),espiral no barrada,0
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",668, SA(rs)c sp                                                                                           ,espiral,0,sí (165 grados),espiral no barrada,0
723,"[[[13  4  5]
  [13  4  5]
  [14  5  6]
  ...
  [12  0  0]
  [14  0  1]
  [15  0  2]]

 [[13  4  5]
  [14  5  6]
  [14  5  6]
  ...
  [13  0  1]
  [15  0  2]
  [16  0  3]]

 [[14  5  6]
  [14  5  6]
  [15  6  7]
  ...
  [14  0  2]
  [15  0  3]
  [17  2  5]]

 ...

 [[ 5  4  2]
  [ 6  5  3]
  [ 8  7  5]
  ...
  [ 8  4  5]
  [ 9  3  5]
  [ 9  3  5]]

 [[ 7  3  2]
  [ 8  4  3]
  [10  6  5]
  ...
  [ 7  3  4]
  [ 8  2  4]
  [ 8  2  4]]

 [[ 7  3  2]
  [ 8  4  3]
  [10  6  5]
  ...
  [ 7  3  4]
  [ 8  2  4]
  [ 8  2  4]]]",668, SA(rs)c sp                                                                                           ,espiral,0,sí (0 grados),espiral no barrada,0
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",668, SA(rs)c sp                                                                                           ,espiral,0,sí (105 grados),espiral no barrada,0
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",668, SA(rs)c sp                                                                                           ,espiral,0,sí (315 grados),espiral no barrada,0
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",668, SA(rs)c sp                                                                                           ,espiral,0,sí (195 grados),espiral no barrada,0
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",714, (RL)SA(rs)ab                                                                                         ,espiral,0,sí (150 grados),espiral no barrada,0
723,"[[[ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]
  ...
  [ 5  4  9]
  [ 8  6 11]
  [10  8 13]]

 [[ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [ 5  4  9]
  [ 9  7 12]
  [11  9 14]]

 [[ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [ 7  7  9]
  [11  9 12]
  [12 10 13]]

 ...

 [[ 1  0 10]
  [ 1  0 10]
  [ 0  0  9]
  ...
  [ 2  4  3]
  [ 1  3  2]
  [ 0  2  1]]

 [[ 1  0 12]
  [ 1  0 12]
  [ 0  0  9]
  ...
  [ 3  3  3]
  [ 2  2  2]
  [ 1  1  1]]

 [[ 1  0 12]
  [ 1  0 12]
  [ 0  0  9]
  ...
  [ 4  4  4]
  [ 2  2  2]
  [ 0  0  0]]]",714, (RL)SA(rs)ab                                                                                         ,espiral,0,sí (0 grados),espiral no barrada,0
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",714, (RL)SA(rs)ab                                                                                         ,espiral,0,sí (315 grados),espiral no barrada,0
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",714, (RL)SA(rs)ab                                                                                         ,espiral,0,sí (345 grados),espiral no barrada,0
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",714, (RL)SA(rs)ab                                                                                         ,espiral,0,sí (330 grados),espiral no barrada,0
723,"[[[10  8 13]
  [12 10 15]
  [13 11 14]
  ...
  [ 1  3  2]
  [ 1  1  1]
  [ 0  0  0]]

 [[ 9  7 12]
  [ 9  7 12]
  [11  9 12]
  ...
  [ 1  3  2]
  [ 2  2  2]
  [ 2  2  2]]

 [[ 5  4  9]
  [ 5  4  9]
  [ 6  6  8]
  ...
  [ 2  4  3]
  [ 3  3  3]
  [ 3  3  3]]

 ...

 [[ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [ 0  0  9]
  [ 0  0  9]
  [ 0  0  9]]

 [[ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]
  ...
  [ 1  0 10]
  [ 1  0 12]
  [ 1  0 12]]

 [[ 2  0  1]
  [ 2  0  1]
  [ 1  0  0]
  ...
  [ 1  0 10]
  [ 1  0 12]
  [ 1  0 12]]]",714, (RL)SA(rs)ab                                                                                         ,espiral,0,sí (90 grados),espiral no barrada,0
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",714, (RL)SA(rs)ab                                                                                         ,espiral,0,sí (285 grados),espiral no barrada,0
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",714, (RL)SA(rs)ab                                                                                         ,espiral,0,sí (45 grados),espiral no barrada,0
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",741, SA_B(_rs)bc pec                                                    ,espiral,0,sí (15 grados),espiral barrada intermedia,2
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",741, SA_B(_rs)bc pec                                                    ,espiral,0,sí (105 grados),espiral barrada intermedia,2
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",741, SA_B(_rs)bc pec                                                    ,espiral,0,sí (60 grados),espiral barrada intermedia,2
723,"[[[1 7 7]
  [1 7 7]
  [2 8 8]
  ...
  [0 4 0]
  [0 4 0]
  [0 4 0]]

 [[1 7 7]
  [1 7 7]
  [1 7 7]
  ...
  [0 4 0]
  [0 4 0]
  [0 4 0]]

 [[1 5 6]
  [1 5 6]
  [2 6 7]
  ...
  [0 2 0]
  [0 2 0]
  [0 2 0]]

 ...

 [[4 2 3]
  [4 2 3]
  [4 2 3]
  ...
  [6 4 5]
  [5 3 4]
  [4 2 3]]

 [[4 2 3]
  [4 2 3]
  [4 2 3]
  ...
  [6 4 5]
  [5 3 4]
  [5 3 4]]

 [[4 2 3]
  [4 2 3]
  [4 2 3]
  ...
  [6 4 5]
  [5 3 4]
  [5 3 4]]]",741, SA_B(_rs)bc pec                                                    ,espiral,0,sí (90 grados),espiral barrada intermedia,2
723,"[[[0 4 0]
  [0 4 0]
  [0 2 0]
  ...
  [4 2 3]
  [5 3 4]
  [5 3 4]]

 [[0 4 0]
  [0 4 0]
  [0 2 0]
  ...
  [5 3 4]
  [5 3 4]
  [5 3 4]]

 [[0 4 0]
  [0 4 0]
  [0 2 0]
  ...
  [6 4 5]
  [6 4 5]
  [6 4 5]]

 ...

 [[1 7 7]
  [1 7 7]
  [2 6 7]
  ...
  [4 2 3]
  [4 2 3]
  [4 2 3]]

 [[1 7 7]
  [1 7 7]
  [1 5 6]
  ...
  [4 2 3]
  [4 2 3]
  [4 2 3]]

 [[1 7 7]
  [1 7 7]
  [1 5 6]
  ...
  [4 2 3]
  [4 2 3]
  [4 2 3]]]",741, SA_B(_rs)bc pec                                                    ,espiral,0,sí (180 grados),espiral barrada intermedia,2
723,"[[[5 3 4]
  [5 3 4]
  [6 4 5]
  ...
  [4 2 3]
  [4 2 3]
  [4 2 3]]

 [[5 3 4]
  [5 3 4]
  [6 4 5]
  ...
  [4 2 3]
  [4 2 3]
  [4 2 3]]

 [[4 2 3]
  [5 3 4]
  [6 4 5]
  ...
  [4 2 3]
  [4 2 3]
  [4 2 3]]

 ...

 [[0 2 0]
  [0 2 0]
  [0 2 0]
  ...
  [2 6 7]
  [1 5 6]
  [1 5 6]]

 [[0 4 0]
  [0 4 0]
  [0 4 0]
  ...
  [1 7 7]
  [1 7 7]
  [1 7 7]]

 [[0 4 0]
  [0 4 0]
  [0 4 0]
  ...
  [2 8 8]
  [1 7 7]
  [1 7 7]]]",741, SA_B(_rs)bc pec                                                    ,espiral,0,sí (270 grados),espiral barrada intermedia,2
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",741, SA_B(_rs)bc pec                                                    ,espiral,0,sí (120 grados),espiral barrada intermedia,2
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",741, SA_B(_rs)bc pec                                                    ,espiral,0,sí (150 grados),espiral barrada intermedia,2
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",754, SAB(r_s)d                                                                           ,espiral,0,sí (240 grados),espiral barrada intermedia,2
723,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",754, SAB(r_s)d                                                                           ,espiral,0,sí (195 grados),espiral barrada intermedia,2
